Gender,Age,Occupation,Purpose_of_Travel,Travel_Frequency,Travel_Class,Flight_Preference,Booking_Mode,Influencing_Factors,Airline_Last_Flown,Price_Sensitivity,Loyalty_Program,Reward_Preference,Schedule_Preference,Inflight_Priority,Purpose_List,business,leisure,family_visit,education,medical,others,indigo,spicejet,vistara,air_india,akasa,airline_count
man,35-44,working professional,others,4-6 flights,first class,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'free food', 'safety rating']",other;,very sensitive,no,"['free flights', 'cashback or discount', 'free lounge access']",no preference,in-flight entertainment,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,35-44,business owner,others,4-6 flights,economy,prefer 1-stop if cheaper,airline website/app,['safety rating'],spicejet;,very sensitive,no,"['free seat upgrades', 'free lounge access', 'cashback or discount']",early morning,seat comfort,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,19-24,student,others,7-10 flights,first class,prefer 1-stop if cheaper,travel agent,"['brand reputation', 'punctuality']",other;,very sensitive,no,"['free flights', 'cashback or discount', 'free lounge access']",evening,extra baggage facility,['others'],0,0,0,0,0,1,1,0,0,0,0,1
woman,35-44,working professional,others,7-10 flights,first class,prefer layover for rest/personal reasons,other,['loyalty programs'],other;,very sensitive,no,['free lounge access'],late night,cabin crew behavior,['others'],1,0,0,0,0,0,0,0,0,1,0,1
man,25-34,student,family visit;education,1 flight,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['ticket price', 'brand reputation', 'safety rating']",indigo,very sensitive,no,"['cashback or discount', 'free seat upgrades', 'priority check-in/boarding']",afternoon,"['extra baggage facility', 'amenities(e.g charging ports, eye-mask, blankets)', 'extra legroom']","['family_visit', 'education']",0,0,1,1,0,0,1,0,0,0,0,1
man,35-44,working professional,others,7-10 flights,business,prefer 1-stop if cheaper,other,['in flight service quality'],spicejet;,not sensitive,yes,['cashback or discount'],early morning,cabin crew behavior,['others'],0,0,0,0,0,1,0,1,0,0,0,1
woman,45-60,working professional,others,7-10 flights,business,direct flight only,other,"['free food', 'safety rating']",other;,very sensitive,no,['free flights'],early morning,seat comfort,['others'],1,0,0,0,0,0,0,0,0,1,0,1
woman,45-60,working professional,family visit,4-6 flights,business,direct flight only,"third party website (e.g makemytrip, goibibo)","['punctuality', 'loyalty programs', 'safety rating']",other;,very sensitive,no,"['cashback or discount', 'free lounge access']",evening,seat comfort,['family_visit'],0,0,1,0,0,0,0,1,0,0,0,1
man,60+,others,others,1 flight,premium economy,prefer layover for rest/personal reasons,airline website/app,"['punctuality', 'safety rating', 'in flight service quality']",spicejet;,very sensitive,no,"['priority check-in/boarding', 'free flights', 'free lounge access']",late night,cabin crew behavior,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,45-60,government employee,others,7-10 flights,economy,direct flight only,"third party website (e.g makemytrip, goibibo)","['free food', 'loyalty programs', 'punctuality']",other;,somewhat sensitive,yes,"['cashback or discount', 'priority check-in/boarding']",no preference,seat comfort,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,35-44,business owner,business,7-10 flights,business,no preference,airline website/app,"['safety rating', 'loyalty programs', 'punctuality']",vistara;,not sensitive,yes,"['cashback or discount', 'priority check-in/boarding', 'free lounge access']",late night,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,45-60,working professional,others,4-6 flights,business,prefer 1-stop if cheaper,travel agent,"['brand reputation', 'free food']",other;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding']",afternoon,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,25-34,business owner,others,4-6 flights,business,direct flight only,"third party website (e.g makemytrip, goibibo)","['punctuality', 'safety rating']",other;,very sensitive,no,"['free lounge access', 'cashback or discount', 'priority check-in/boarding']",early morning,seat comfort,['others'],1,0,0,0,0,0,0,0,0,1,0,1
man,35-44,working professional,others,more than 10 flight,first class,prefer 1-stop if cheaper,other,"['loyalty programs', 'in flight service quality', 'brand reputation']",other;,very sensitive,no,"['free flights', 'free seat upgrades']",no preference,extra legroom,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,19-24,student,others,1 flight,premium economy,no preference,airline website/app,['ticket price'],air india;,very sensitive,no,"['free flights', 'cashback or discount']",evening,extra baggage facility,['others'],0,0,0,0,0,1,0,0,0,1,0,1
woman,35-44,working professional,business,1 flight,premium economy,prefer layover for rest/personal reasons,travel agent,"['punctuality', 'loyalty programs', 'safety rating']",other;,very sensitive,no,"['free flights', 'free lounge access']",afternoon,extra legroom,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,35-44,working professional,business,2-3 flights,economy,no preference,travel agent,"['ticket price', 'punctuality', 'free food']",other;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades', 'cashback or discount']",early morning,cabin crew behavior,['business'],1,0,0,0,0,0,0,0,1,0,0,1
woman,60+,others,others,1 flight,economy,prefer 1-stop if cheaper,other,"['in flight service quality', 'punctuality']",other;,very sensitive,no,"['free lounge access', 'priority check-in/boarding']",no preference,extra baggage facility,['others'],0,1,0,0,1,0,0,1,0,0,0,1
woman,35-44,working professional,business,4-6 flights,economy,prefer layover for rest/personal reasons,travel agent,['free food'],other;,very sensitive,no,"['free lounge access', 'priority check-in/boarding', 'free flights']",late night,seat comfort,['business'],1,0,0,0,0,0,0,0,0,0,1,1
woman,25-34,working professional,others,4-6 flights,premium economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['in flight service quality', 'safety rating', 'brand reputation']",other;,very sensitive,no,['free lounge access'],no preference,in-flight entertainment,['others'],0,1,0,0,0,0,0,0,0,1,0,1
man,60+,others,others,1 flight,premium economy,direct flight only,travel agent,"['free food', 'safety rating', 'ticket price']",spicejet;,not sensitive,yes,['free lounge access'],afternoon,cabin crew behavior,['others'],0,0,0,0,1,1,0,1,0,0,0,1
man,45-60,working professional,business,more than 10 flight,economy,direct flight only,airline website/app,"['ticket price', 'punctuality', 'safety rating']",indigo;air india;spicejet;vistara;other,very sensitive,yes,"['free lounge access', 'priority check-in/boarding', 'free flights']",early morning,"['extra legroom', 'extra baggage facility', 'cabin crew behavior']",['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,60+,working professional,others,1 flight,first class,prefer layover for rest/personal reasons,corporate booking portal,['brand reputation'],indigo;,very sensitive,no,"['free seat upgrades', 'free lounge access', 'priority check-in/boarding']",evening,extra baggage facility,['others'],1,0,0,0,1,0,1,0,0,0,0,1
man,25-34,business owner,business,1 flight,business,prefer layover for rest/personal reasons,corporate booking portal,['brand reputation'],vistara;,not sensitive,yes,"['free flights', 'free lounge access', 'free seat upgrades']",early morning,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,35-44,working professional,others,4-6 flights,premium economy,prefer 1-stop if cheaper,travel agent,['in flight service quality'],indigo;,very sensitive,no,"['free flights', 'priority check-in/boarding']",afternoon,seat comfort,['others'],1,0,0,0,0,0,1,0,0,0,0,1
woman,25-34,working professional,business,4-6 flights,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)",['ticket price'],other;,very sensitive,no,"['cashback or discount', 'priority check-in/boarding', 'free flights']",late night,extra legroom,['business'],1,0,0,0,0,0,0,0,1,0,0,1
woman,19-24,student,others,0 flight,economy,prefer 1-stop if cheaper,travel agent,"['safety rating', 'brand reputation', 'free food']",spicejet;,not sensitive,yes,['free lounge access'],afternoon,seat comfort,['others'],0,0,0,1,0,0,0,1,0,0,0,1
woman,45-60,working professional,others,more than 10 flight,premium economy,prefer 1-stop if cheaper,travel agent,"['loyalty programs', 'ticket price', 'punctuality']",vistara;,not sensitive,yes,"['free seat upgrades', 'cashback or discount']",early morning,extra legroom,['others'],0,0,0,0,0,1,0,0,1,0,0,1
woman,60+,others,others,0 flight,premium economy,no preference,other,"['free food', 'in flight service quality']",other;,somewhat sensitive,yes,"['free seat upgrades', 'free lounge access']",late night,extra baggage facility,['others'],0,1,0,0,0,0,1,0,0,0,0,1
man,35-44,working professional,others,4-6 flights,business,prefer layover for rest/personal reasons,"third party website (e.g makemytrip, goibibo)","['in flight service quality', 'safety rating', 'punctuality']",spicejet;,very sensitive,no,"['priority check-in/boarding', 'free seat upgrades']",early morning,extra baggage facility,['others'],1,0,0,0,0,0,0,1,0,0,0,1
woman,35-44,business owner,business,2-3 flights,premium economy,direct flight only,travel agent,['punctuality'],other;,very sensitive,no,"['priority check-in/boarding', 'cashback or discount']",evening,in-flight entertainment,['business'],1,0,0,0,0,0,0,1,0,0,0,1
man,35-44,student,others,7-10 flights,business,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['safety rating', 'ticket price', 'free food']",indigo;,not sensitive,yes,"['free seat upgrades', 'free flights']",late night,extra legroom,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,60+,others,others,0 flight,premium economy,direct flight only,other,['in flight service quality'],other;,very sensitive,no,"['priority check-in/boarding', 'cashback or discount', 'free flights']",evening,seat comfort,['others'],0,0,0,0,0,1,1,0,0,0,0,1
woman,45-60,working professional,others,1 flight,premium economy,prefer layover for rest/personal reasons,airline website/app,"['loyalty programs', 'free food']",indigo;,very sensitive,yes,"['free seat upgrades', 'free flights']",evening,cabin crew behavior,['others'],0,1,0,0,0,0,1,0,0,0,0,1
woman,35-44,business owner,business,4-6 flights,first class,prefer 1-stop if cheaper,airline website/app,"['brand reputation', 'in flight service quality', 'safety rating']",other;,very sensitive,no,['free lounge access'],no preference,cabin crew behavior,['business'],1,0,0,0,0,0,0,0,0,0,1,1
woman,35-44,business owner,others,2-3 flights,premium economy,prefer layover for rest/personal reasons,corporate booking portal,"['punctuality', 'safety rating']",spicejet;,very sensitive,no,"['free seat upgrades', 'cashback or discount', 'priority check-in/boarding']",no preference,"amenities(e.g charging ports, eye-mask, blankets)",['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,25-34,student,family visit,4-6 flights,business,no preference,travel agent,['free food'],indigo;,not sensitive,yes,"['free flights', 'priority check-in/boarding', 'free lounge access']",evening,extra baggage facility,['family_visit'],0,0,1,0,0,0,1,0,0,0,0,1
man,45-60,government employee,others,4-6 flights,economy,prefer 1-stop if cheaper,"third party website (e.g makemytrip, goibibo)","['free food', 'ticket price']",other;,very sensitive,no,"['free lounge access', 'free flights', 'priority check-in/boarding']",early morning,in-flight entertainment,['others'],0,1,0,0,0,0,0,1,0,0,0,1
woman,25-34,business owner,business,4-6 flights,business,prefer 1-stop if cheaper,airline website/app,['loyalty programs'],vistara;,very sensitive,no,"['free lounge access', 'cashback or discount']",evening,seat comfort,['business'],1,0,0,0,0,0,0,0,1,0,0,1
man,19-24,student,family visit,0 flight,first class,direct flight only,other,"['seat comfort', 'in flight service quality', 'ticket price']",other,very sensitive,no,"['free seat upgrades', 'cashback or discount', 'free lounge access']",late night,"['cabin crew behavior', 'seat comfort', 'amenities(e.g charging ports, eye-mask, blankets)']",['family_visit'],0,0,1,0,0,0,0,0,1,0,0,1
woman,35-44,student,others,0 flight,economy,no preference,airline website/app,"['safety rating', 'loyalty programs']",other;,very sensitive,no,"['cashback or discount', 'free flights', 'priority check-in/boarding']",early morning,extra baggage facility,['others'],0,0,0,1,0,0,1,0,0,0,0,1
man,35-44,working professional,others,4-6 flights,premium economy,direct flight only,corporate booking portal,['loyalty programs'],spicejet;,very sensitive,no,"['cashback or discount', 'free flights']",late night,cabin crew behavior,['others'],1,0,0,0,0,0,0,1,0,0,0,1
man,25-34,working professional,others,2-3 flights,premium economy,prefer layover for rest/personal reasons,other,"['brand reputation', 'punctuality', 'in flight service quality']",air india;,very sensitive,no,"['free flights', 'priority check-in/boarding', 'cashback or discount']",no preference,seat comfort,['others'],1,0,0,0,0,0,0,0,0,1,0,1
man,25-34,working professional,business,4-6 flights,business,prefer 1-stop if cheaper,other,['loyalty programs'],air india;,very sensitive,no,['free seat upgrades'],no preference,cabin crew behavior,['business'],1,0,0,0,0,0,0,0,0,1,0,1
woman,45-60,working professional,others,7-10 flights,business,prefer layover for rest/personal reasons,travel agent,['loyalty programs'],indigo;,very sensitive,yes,['free flights'],no preference,extra legroom,['others'],1,0,0,0,0,0,1,0,0,0,0,1
man,19-24,student,others,4-6 flights,business,direct flight only,corporate booking portal,"['brand reputation', 'free food', 'ticket price']",spicejet;,not sensitive,yes,"['free seat upgrades', 'cashback or discount']",no preference,extra baggage facility,['others'],0,1,0,0,0,0,0,1,0,0,0,1
man,45-60,working professional,others,7-10 flights,first class,no preference,corporate booking portal,"['in flight service quality', 'loyalty programs']",indigo;,not sensitive,yes,['priority check-in/boarding'],late night,seat comfort,['others'],0,0,0,0,0,1,1,0,0,0,0,1
man,35-44,working professional,business,4-6 flights,first class,no preference,other,"['ticket price', 'safety rating', 'in flight service quality']",other;,very sensitive,no,"['free flights', 'free lounge access']",early morning,seat comfort,['business'],1,0,0,0,0,0,1,0,0,0,0,1
